Response_Date,Month,WeekNo,DOW,Hour,Shift,Priority_Number,Problem,Agency,MethodOfCallRcvd,T2Q,T2Disp,ProcTime
2020-01-03 20:46:37.000,January,1,Fri,20,NIGHT,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-03 21:14:10.000,January,1,Fri,21,NIGHT,2,DEST OF PROP OTH IN PROG,POLICE,,60,114,182
2020-01-03 21:18:13.000,January,1,Fri,21,NIGHT,2,MVC HIT/RUN NO INJURY,POLICE,,188,262,221
2020-01-03 21:21:59.000,January,1,Fri,21,NIGHT,3,DRUG COMPLAINT IN PROG,POLICE,Phone,195,1269,203
2020-01-03 22:00:45.000,January,1,Fri,22,NIGHT,4,PARKING COMPLAINT,POLICE,Phone,101,26,102
2020-01-03 22:08:18.000,January,1,Fri,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-03 22:13:04.000,January,1,Fri,22,NIGHT,4,ASSIST CITIZEN DELAY,POLICE,NULL,0,0,0
2020-01-03 22:17:55.000,January,1,Fri,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-03 22:20:56.000,January,1,Fri,22,NIGHT,4,DRUG COMPLAINT IN PROG,POLICE,,64,279,1175
2020-01-03 22:25:56.000,January,1,Fri,22,NIGHT,3,FIRE ALARM,FIRE,Phone,85,1,695
2020-01-03 22:38:22.000,January,1,Fri,22,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-03 22:41:38.000,January,1,Fri,22,NIGHT,1,HEART PROBLEMS ALS 2,EMS,,40,2,187
2020-01-03 22:45:26.000,January,1,Fri,22,NIGHT,4,POLICE INFORMATION,POLICE,NULL,0,0,0
2020-01-03 22:58:28.000,January,1,Fri,22,NIGHT,2,SUSPICIOUS EVENT,POLICE,,145,149,734
2020-01-03 23:23:53.000,January,1,Fri,23,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-03 23:38:30.000,January,1,Fri,23,NIGHT,2,PUBLIC SERVICE MULTI OFFICER,POLICE,,89,172,123
2020-01-03 23:59:57.000,January,1,Fri,23,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 00:34:30.000,January,1,Sat,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,39,19,48
2020-01-04 00:54:42.000,January,1,Sat,0,NIGHT,8,OFF DUTY DETAIL,POLICE,,13,47,76
2020-01-04 01:48:27.000,January,1,Sat,1,NIGHT,2,WARRANT SERVICE,POLICE,Phone,200,128,216
2020-01-04 01:55:06.000,January,1,Sat,1,NIGHT,2,DISABLED MOTORIST,POLICE,,74,51,282
2020-01-04 02:00:30.000,January,1,Sat,2,NIGHT,2,ASSIST CITIZEN PROMPT,POLICE,Phone,187,291,4484
2020-01-04 02:28:10.000,January,1,Sat,2,NIGHT,2,911 HANG UP,POLICE,,86,284,226
2020-01-04 02:30:50.000,January,1,Sat,2,NIGHT,1,SUICIDE IN PROG NO INJ,POLICE,E-911,67,51,276
2020-01-04 02:41:44.000,January,1,Sat,2,NIGHT,3,MEDICAL ALARM ALS 1,EMS,,87,2,159
2020-01-04 03:11:04.000,January,1,Sat,3,NIGHT,2,ASSIST CITIZEN PROMPT,POLICE,Phone,269,131,270
2020-01-04 03:34:35.000,January,1,Sat,3,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,134,58,142
2020-01-04 03:51:16.000,January,1,Sat,3,NIGHT,1,CARDIAC ARREST ALS 2- SUPV,EMS,,77,3,171
2020-01-04 03:52:32.000,January,1,Sat,3,NIGHT,1,ASSIST FIRE - EMERGENCY,POLICE,,-1,30,-1
2020-01-04 04:37:29.000,January,1,Sat,4,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,100,554,102
2020-01-04 06:18:12.000,January,1,Sat,6,DAY,2,SUSPICIOUS EVENT,POLICE,Radio,20,6,113
2020-01-04 06:59:21.000,January,1,Sat,6,DAY,3,SICK PERSON BLS,EMS,E-911,67,1,327
2020-01-04 07:38:35.000,January,1,Sat,7,DAY,3,PARKING COMPLAINT,POLICE,Phone,51,88,51
2020-01-04 07:42:36.000,January,1,Sat,7,DAY,2,ALARM COMMERCIAL,POLICE,Phone,107,73,112
2020-01-04 08:08:17.000,January,1,Sat,8,DAY,2,ANIMAL SICK-INJURED,POLICE,Phone,106,66,118
2020-01-04 08:33:29.000,January,1,Sat,8,DAY,2,ALARM COMMERCIAL,POLICE,Phone,59,37,59
2020-01-04 08:50:26.000,January,1,Sat,8,DAY,2,WARRANT SERVICE,POLICE,,14,6,22
2020-01-04 09:06:10.000,January,1,Sat,9,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 09:25:50.000,January,1,Sat,9,DAY,3,PARKING COMPLAINT,POLICE,Phone,118,1037,177
2020-01-04 09:32:09.000,January,1,Sat,9,DAY,8,OFF DUTY DETAIL,POLICE,,28,9,39
2020-01-04 09:39:25.000,January,1,Sat,9,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 09:58:58.000,January,1,Sat,9,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-04 10:01:56.000,January,1,Sat,10,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 10:06:49.000,January,1,Sat,10,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 10:07:21.000,January,1,Sat,10,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 10:28:12.000,January,1,Sat,10,DAY,5,PROPERTY LOST TRU,POLICE,,57,5,57
2020-01-04 10:32:26.000,January,1,Sat,10,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,97,69,106
2020-01-04 10:34:26.000,January,1,Sat,10,DAY,1,WEAPON VIOL KNIFE IN PROG,POLICE,E-911,309,36,331
2020-01-04 10:41:53.000,January,1,Sat,10,DAY,4,PARKING COMPLAINT,POLICE,,143,556,233
2020-01-04 10:44:49.000,January,1,Sat,10,DAY,2,MVC PROPERTY DAMAGE,POLICE,,68,39,125
2020-01-04 10:51:05.000,January,1,Sat,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,45,4634,45
2020-01-04 10:57:12.000,January,1,Sat,10,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,126,78,139
2020-01-04 11:00:54.000,January,1,Sat,11,DAY,3,HAZARD,POLICE,E-911,97,32,104
2020-01-04 11:16:49.000,January,1,Sat,11,DAY,3,LARCENY OTHER DELAY,POLICE,E-911,172,17,181
2020-01-04 11:24:05.000,January,1,Sat,11,DAY,2,MVC PROPERTY DAMAGE,POLICE,,128,39,178
2020-01-04 11:26:13.000,January,1,Sat,11,DAY,2,MVC AUTO,FIRE,,0,0,0
2020-01-04 11:27:32.000,January,1,Sat,11,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,56,0,196
2020-01-04 11:49:06.000,January,1,Sat,11,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,87,51,112
2020-01-04 12:01:43.000,January,1,Sat,12,DAY,1,SEIZURE ALS 2,EMS,,47,1,165
2020-01-04 12:02:24.000,January,1,Sat,12,DAY,2,ASSIST CITIZEN PROMPT,POLICE,,242,116,4263
2020-01-04 12:03:12.000,January,1,Sat,12,DAY,3,NOISE COMPLAINT IN PROG,POLICE,Phone,477,163,479
2020-01-04 12:07:52.000,January,1,Sat,12,DAY,3,ANIMAL COMPLAINT- ANIMAL INJRY,POLICE,Phone,129,3,186
2020-01-04 12:10:42.000,January,1,Sat,12,DAY,2,DISORDERLY CONDUCT,POLICE,,45,31,84
2020-01-04 12:18:07.000,January,1,Sat,12,DAY,4,SEXUAL OFFENSE DELAY,POLICE,,546,143,569
2020-01-04 12:31:50.000,January,1,Sat,12,DAY,4,LARCENY RESIDENTIAL DELAY,POLICE,,232,3198,292
2020-01-04 12:44:39.000,January,1,Sat,12,DAY,2,ASSAULT NO INJURY IN PROG,POLICE,Phone,199,59,839
2020-01-04 12:49:17.000,January,1,Sat,12,DAY,2,SUSPICIOUS EVENT,POLICE,,167,372,415
2020-01-04 13:09:46.000,January,1,Sat,13,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 13:16:19.000,January,1,Sat,13,DAY,4,PUBLIC SERVICE EMS,EMS,Phone,46,1,58
2020-01-04 13:17:03.000,January,1,Sat,13,DAY,4,LARCENY FROM AUTO DELAY,POLICE,,80,130,108
2020-01-04 13:17:54.000,January,1,Sat,13,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-04 13:22:34.000,January,1,Sat,13,DAY,4,PARKING COMPLAINT,POLICE,Phone,68,1984,127
2020-01-04 13:23:53.000,January,1,Sat,13,DAY,2,LARCENY OTHER IN PROG,POLICE,,123,60,617
2020-01-04 13:30:55.000,January,1,Sat,13,DAY,1,TROUBLE BREATHING ALS 2,EMS,,121,2,192
2020-01-04 13:51:37.000,January,1,Sat,13,DAY,2,MVC PROPERTY DAMAGE,POLICE,,119,90,502
2020-01-04 13:52:30.000,January,1,Sat,13,DAY,1,CHEST PAIN ALS 2,EMS,E-911,0,2,0
2020-01-04 13:53:50.000,January,1,Sat,13,DAY,1,GAS LEAK - INSIDE,FIRE,,0,1,0
2020-01-04 13:55:25.000,January,1,Sat,13,DAY,2,TRESPASSING IN PROG,POLICE,Radio,17,7,52
2020-01-04 14:13:20.000,January,1,Sat,14,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 14:18:38.000,January,1,Sat,14,DAY,2,DISORDERLY CONDUCT,POLICE,E-911,153,47,164
2020-01-04 14:21:04.000,January,1,Sat,14,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 14:35:20.000,January,1,Sat,14,DAY,2,ANIMAL BITE HUMAN IN PROG,POLICE,E-911,212,149,212
2020-01-04 14:39:15.000,January,1,Sat,14,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 14:49:16.000,January,1,Sat,14,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,E-911,976,2303,976
2020-01-04 14:50:31.000,January,1,Sat,14,DAY,1,SUICIDE IN PROG NO INJ,POLICE,E-911,212,51,339
2020-01-04 14:54:43.000,January,1,Sat,14,DAY,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-01-04 15:05:59.000,January,1,Sat,15,DAY,2,ON VIEW,POLICE,,15,17,162
2020-01-04 15:08:38.000,January,1,Sat,15,DAY,4,CREDIT CARD FRAUD DELAY,POLICE,Phone,124,2053,129
2020-01-04 15:22:41.000,January,1,Sat,15,DAY,3,SICK PERSON BLS,EMS,,74,1,142
2020-01-04 15:23:11.000,January,1,Sat,15,DAY,2,ANIMAL SICK-INJURED,POLICE,Phone,112,66,119
2020-01-04 15:28:25.000,January,1,Sat,15,DAY,2,DOMESTIC VIOL NO INJ,POLICE,E-911,260,537,276
2020-01-04 15:28:32.000,January,1,Sat,15,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,99,456,100
2020-01-04 15:30:43.000,January,1,Sat,15,DAY,2,DOMESTIC VIOL NO INJ,POLICE,Text,61,74,588
2020-01-04 15:48:38.000,January,1,Sat,15,DAY,3,DEST OF PROP COM DELAY,POLICE,Phone,161,965,161
2020-01-04 15:49:10.000,January,1,Sat,15,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,86,224,90
2020-01-04 15:56:03.000,January,1,Sat,15,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 15:56:34.000,January,1,Sat,15,DAY,1,MVC CONDITIONS UNKNOWN,POLICE,E-911,39,32,158
2020-01-04 15:57:14.000,January,1,Sat,15,DAY,2,MVC AUTO,FIRE,E-911,0,1,0
2020-01-04 15:59:50.000,January,1,Sat,15,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,66,29,77
2020-01-04 16:06:56.000,January,1,Sat,16,DAY,4,DRUG COMPLAINT DELAY,POLICE,Phone,54,3510,105
2020-01-04 16:13:35.000,January,1,Sat,16,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,237,3457,261
2020-01-04 16:15:34.000,January,1,Sat,16,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,119,7,283
2020-01-04 16:21:58.000,January,1,Sat,16,DAY,2,TRESPASSING IN PROG,POLICE,Phone,84,827,91
2020-01-04 16:25:43.000,January,1,Sat,16,DAY,3,SICK PERSON BLS,EMS,Phone,0,3,0
2020-01-04 16:26:58.000,January,1,Sat,16,DAY,1,DIABETIC EMERGENCY ALS 2,EMS,Text,-1,4,-1
2020-01-04 16:30:16.000,January,1,Sat,16,DAY,2,DISORDERLY CONDUCT,POLICE,Phone,160,158,188
2020-01-04 16:37:50.000,January,1,Sat,16,DAY,4,POLICE INFORMATION,POLICE,NULL,0,0,0
2020-01-04 16:40:55.000,January,1,Sat,16,DAY,1,BURGLARY RESIDENTIAL IN PROG,POLICE,E-911,65,86,255
2020-01-04 16:44:27.000,January,1,Sat,16,DAY,4,CREDIT CARD FRAUD DELAY,POLICE,,41,16501,133
2020-01-04 16:52:57.000,January,1,Sat,16,DAY,3,SICK PERSON BLS,EMS,E-911,0,1,0
2020-01-04 17:16:51.000,January,1,Sat,17,DAY,1,UNKNOWN MEDICAL ALS 1 - SUPV,EMS,E-911,67,2,183
2020-01-04 17:17:51.000,January,1,Sat,17,DAY,1,ALARM HOLDUP,POLICE,Phone,52,33,53
2020-01-04 17:18:09.000,January,1,Sat,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 17:27:01.000,January,1,Sat,17,DAY,4,PUBLIC SERVICE FIRE,FIRE,Phone,82,0,105
2020-01-04 17:36:16.000,January,1,Sat,17,DAY,4,NOISE COMPLAINT DELAY,POLICE,Phone,74,206,148
2020-01-04 17:36:28.000,January,1,Sat,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 17:36:29.000,January,1,Sat,17,DAY,3,ASSIST CITIZEN DELAY,POLICE,Phone,139,3683,140
2020-01-04 17:42:45.000,January,1,Sat,17,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 18:00:07.000,January,1,Sat,18,DAY,2,DISABLED MOTORIST,POLICE,,54,690,75
2020-01-04 18:01:31.000,January,1,Sat,18,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,70,3,193
2020-01-04 18:17:34.000,January,1,Sat,18,DAY,2,DISABLED MOTORIST,POLICE,,122,96,209
2020-01-04 18:31:13.000,January,1,Sat,18,DAY,2,SUSPICIOUS EVENT,POLICE,,43,52,549
2020-01-04 18:33:44.000,January,1,Sat,18,DAY,1,FALL BLS,EMS,E-911,111,2,670
2020-01-04 18:38:54.000,January,1,Sat,18,DAY,2,WEAPON VIOL KNIFE IN PROG,POLICE,E-911,315,27,357
2020-01-04 18:43:15.000,January,1,Sat,18,DAY,1,HIGHRISE BUILDING FIRE,FIRE,,39,6,421
2020-01-04 18:44:09.000,January,1,Sat,18,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 18:50:49.000,January,1,Sat,18,DAY,3,FALL BLS,EMS,,67,0,225
2020-01-04 18:55:32.000,January,1,Sat,18,DAY,2,DISORDERLY CONDUCT,POLICE,,398,135,401
2020-01-04 18:55:49.000,January,1,Sat,18,DAY,2,MVC PROPERTY DAMAGE,POLICE,Radio,137,1300,137
2020-01-04 18:57:18.000,January,1,Sat,18,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 19:07:31.000,January,1,Sat,19,NIGHT,2,DISORDERLY CONDUCT,POLICE,,60,294,163
2020-01-04 19:15:30.000,January,1,Sat,19,NIGHT,2,MENTAL HEALTH CASE,POLICE,E-911,61,101,472
2020-01-04 19:22:02.000,January,1,Sat,19,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 19:25:57.000,January,1,Sat,19,NIGHT,2,ASSIST FIRE - IMMEDIATE,POLICE,E-911,0,18,0
2020-01-04 19:26:56.000,January,1,Sat,19,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,,32,0,261
2020-01-04 19:28:20.000,January,1,Sat,19,NIGHT,2,WARRANT SERVICE,POLICE,,13,10,13
2020-01-04 19:30:20.000,January,1,Sat,19,NIGHT,2,ASSIST FIRE - IMMEDIATE,POLICE,,0,29,0
2020-01-04 19:34:54.000,January,1,Sat,19,NIGHT,2,DISORDERLY CONDUCT,POLICE,,50,333,121
2020-01-04 19:41:25.000,January,1,Sat,19,NIGHT,1,DISORDERLY CONDUCT,POLICE,Phone,71,217,110
2020-01-04 19:53:21.000,January,1,Sat,19,NIGHT,8,OFF DUTY DETAIL,POLICE,,18,20,19
2020-01-04 20:07:20.000,January,1,Sat,20,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 20:08:56.000,January,1,Sat,20,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 20:12:05.000,January,1,Sat,20,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,86,58,86
2020-01-04 20:15:07.000,January,1,Sat,20,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 20:23:03.000,January,1,Sat,20,NIGHT,2,DWI - DRUNK/INTOX DRIVER,POLICE,NULL,0,0,0
2020-01-04 20:27:47.000,January,1,Sat,20,NIGHT,2,DIP - DRUNK/INTOX PERSON,POLICE,,162,123,163
2020-01-04 20:29:16.000,January,1,Sat,20,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,89,40,899
2020-01-04 20:54:31.000,January,1,Sat,20,NIGHT,2,SUSPICIOUS EVENT,POLICE,,122,129,122
2020-01-04 21:15:36.000,January,1,Sat,21,NIGHT,2,HAZARD,POLICE,,86,328,765
2020-01-04 21:21:15.000,January,1,Sat,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 21:22:45.000,January,1,Sat,21,NIGHT,3,HEADACHE BLS,EMS,E-911,283,1,497
2020-01-04 21:23:09.000,January,1,Sat,21,NIGHT,4,DRUG COMPLAINT DELAY,POLICE,NULL,0,0,0
2020-01-04 21:35:48.000,January,1,Sat,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 21:40:43.000,January,1,Sat,21,NIGHT,2,DISORDERLY CONDUCT,POLICE,Phone,167,263,167
2020-01-04 21:45:23.000,January,1,Sat,21,NIGHT,4,DRUG COMPLAINT IN PROG,POLICE,Phone,139,832,139
2020-01-04 21:54:12.000,January,1,Sat,21,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-04 21:59:13.000,January,1,Sat,21,NIGHT,2,MISSING PERSON IMMEDIATE,POLICE,Phone,440,1493,442
2020-01-04 22:03:02.000,January,1,Sat,22,NIGHT,2,DISORDERLY CONDUCT,POLICE,,64,122,64
2020-01-04 22:09:56.000,January,1,Sat,22,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,47,187,129
2020-01-04 22:18:23.000,January,1,Sat,22,NIGHT,2,SUSPICIOUS EVENT,POLICE,Phone,150,106,150
2020-01-04 22:25:00.000,January,1,Sat,22,NIGHT,2,DIP - DRUNK/INTOX PERSON,POLICE,,98,114,98
2020-01-04 22:33:16.000,January,1,Sat,22,NIGHT,2,DISORDERLY CONDUCT,POLICE,,85,35,104
2020-01-04 22:34:20.000,January,1,Sat,22,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,,63,1,63
2020-01-04 22:38:31.000,January,1,Sat,22,NIGHT,1,DOMESTIC VIOL NO INJ,POLICE,,162,67,167
2020-01-04 22:49:00.000,January,1,Sat,22,NIGHT,2,DOMESTIC VIOL NO INJ,POLICE,,35,141,35
2020-01-04 22:51:51.000,January,1,Sat,22,NIGHT,4,PUBLIC SERVICE FIRE,FIRE,Phone,305,1,511
2020-01-04 22:56:05.000,January,1,Sat,22,NIGHT,2,SUSPICIOUS EVENT,POLICE,,31,260,32
2020-01-04 23:08:09.000,January,1,Sat,23,NIGHT,2,DISORDERLY CONDUCT,POLICE,,59,106,158
2020-01-04 23:26:22.000,January,1,Sat,23,NIGHT,3,SICK PERSON BLS,EMS,,158,1,269
2020-01-04 23:41:51.000,January,1,Sat,23,NIGHT,1,WEAPON VIOL GUN IN PROG,POLICE,,145,123,585
2020-01-05 00:01:11.000,January,2,Sun,0,NIGHT,2,SUSPICIOUS EVENT,POLICE,,61,35,102
2020-01-05 00:22:37.000,January,2,Sun,0,NIGHT,2,911 HANG UP,POLICE,E-911,23,130,23
2020-01-05 00:24:03.000,January,2,Sun,0,NIGHT,2,ALARM COMMERCIAL,POLICE,,56,98,91
2020-01-05 00:43:53.000,January,2,Sun,0,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 00:47:37.000,January,2,Sun,0,NIGHT,4,POLICE INFORMATION,POLICE,E-911,102,113,248
2020-01-05 00:49:50.000,January,2,Sun,0,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 00:50:27.000,January,2,Sun,0,NIGHT,4,PARKING COMPLAINT,POLICE,,29,427,279
2020-01-05 00:56:00.000,January,2,Sun,0,NIGHT,5,PROPERTY LOST TRU,POLICE,Phone,303,38,303
2020-01-05 00:57:08.000,January,2,Sun,0,NIGHT,4,NOISE COMPLAINT DELAY,POLICE,,65,1428,104
2020-01-05 01:02:46.000,January,2,Sun,1,NIGHT,4,LARCENY FROM AUTO DELAY,POLICE,Phone,216,3632,3629
2020-01-05 01:13:42.000,January,2,Sun,1,NIGHT,4,DRUG COMPLAINT DELAY,POLICE,,47,3136,104
2020-01-05 01:43:39.000,January,2,Sun,1,NIGHT,3,ANIMAL BITE ANIMAL DELAY,POLICE,,396,102,483
2020-01-05 01:52:41.000,January,2,Sun,1,NIGHT,1,DIABETIC EMERGENCY ALS 2,EMS,E-911,81,2,310
2020-01-05 01:55:59.000,January,2,Sun,1,NIGHT,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 02:01:26.000,January,2,Sun,2,NIGHT,2,FLAG DOWN,POLICE,NULL,0,0,0
2020-01-05 02:23:55.000,January,2,Sun,2,NIGHT,1,DIABETIC EMERGENCY ALS 2,EMS,,45,1,746
2020-01-05 02:53:40.000,January,2,Sun,2,NIGHT,2,SUBJECT STOP,POLICE,NULL,0,0,0
2020-01-05 03:09:46.000,January,2,Sun,3,NIGHT,3,ABDOMINAL PAIN BLS,EMS,E-911,78,3,215
2020-01-05 03:28:50.000,January,2,Sun,3,NIGHT,2,911 HANG UP,POLICE,,67,90,68
2020-01-05 03:35:42.000,January,2,Sun,3,NIGHT,2,ALARM COMMERCIAL,POLICE,,19,72,19
2020-01-05 03:37:09.000,January,2,Sun,3,NIGHT,2,DIP - DRUNK/INTOX PERSON,POLICE,,262,23,262
2020-01-05 03:40:36.000,January,2,Sun,3,NIGHT,1,TROUBLE BREATHING ALS 2,EMS,,81,1,241
2020-01-05 04:05:01.000,January,2,Sun,4,NIGHT,1,ALARM RESIDENTIAL NIGHTIME,POLICE,,72,20,72
2020-01-05 06:45:11.000,January,2,Sun,6,DAY,1,ALARM COMMERCIAL,POLICE,Phone,96,15,103
2020-01-05 07:31:42.000,January,2,Sun,7,DAY,3,PROPERTY FOUND,POLICE,Phone,98,76,100
2020-01-05 07:46:36.000,January,2,Sun,7,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-05 07:56:57.000,January,2,Sun,7,DAY,2,MVC PROPERTY DAMAGE,POLICE,Phone,118,149,142
2020-01-05 08:16:58.000,January,2,Sun,8,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-05 08:20:23.000,January,2,Sun,8,DAY,4,ANIMAL COMPLAINT,POLICE,Phone,22,166,25
2020-01-05 08:21:48.000,January,2,Sun,8,DAY,8,OFF DUTY DETAIL,POLICE,NULL,0,0,0
2020-01-05 08:27:37.000,January,2,Sun,8,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,101,29,156
2020-01-05 08:34:06.000,January,2,Sun,8,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 08:41:40.000,January,2,Sun,8,DAY,4,PARKING COMPLAINT,POLICE,Phone,66,561,66
2020-01-05 09:19:39.000,January,2,Sun,9,DAY,4,ASSIST CITIZEN DELAY,POLICE,Phone,89,84,108
2020-01-05 09:21:42.000,January,2,Sun,9,DAY,4,ANIMAL COMPLAINT,POLICE,Phone,118,108,122
2020-01-05 09:31:05.000,January,2,Sun,9,DAY,1,TROUBLE BREATHING ALS 2,EMS,E-911,52,3,201
2020-01-05 09:31:38.000,January,2,Sun,9,DAY,3,SICK PERSON BLS,EMS,E-911,96,0,309
2020-01-05 10:13:54.000,January,2,Sun,10,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 10:21:12.000,January,2,Sun,10,DAY,4,PARKING COMPLAINT,POLICE,Phone,387,436,411
2020-01-05 10:27:10.000,January,2,Sun,10,DAY,2,WARRANT SERVICE,POLICE,,12,7,54
2020-01-05 10:29:24.000,January,2,Sun,10,DAY,4,PUBLIC SERVICE MULTI OFFICER,POLICE,,140,1723,213
2020-01-05 10:50:32.000,January,2,Sun,10,DAY,5,LARCENY FROM AUTO TRU,POLICE,Phone,174,13,174
2020-01-05 10:57:31.000,January,2,Sun,10,DAY,2,ALARM RESIDENTIAL,POLICE,,72,30,106
2020-01-05 11:08:23.000,January,2,Sun,11,DAY,2,SUSPICIOUS EVENT,POLICE,Phone,76,58,134
2020-01-05 11:08:40.000,January,2,Sun,11,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 11:14:15.000,January,2,Sun,11,DAY,2,ON VIEW,POLICE,,18,4,58
2020-01-05 11:17:21.000,January,2,Sun,11,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,116,330,123
2020-01-05 11:20:24.000,January,2,Sun,11,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 11:39:59.000,January,2,Sun,11,DAY,2,MVC AUTO,FIRE,E-911,0,1,0
2020-01-05 11:40:24.000,January,2,Sun,11,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 11:52:25.000,January,2,Sun,11,DAY,2,ANIMAL SICK-INJURED,POLICE,Phone,77,72,79
2020-01-05 12:00:17.000,January,2,Sun,12,DAY,4,PARKING COMPLAINT,POLICE,,60,125,251
2020-01-05 12:10:41.000,January,2,Sun,12,DAY,3,INVESTIGATION,FIRE,,52,2,61
2020-01-05 12:13:11.000,January,2,Sun,12,DAY,2,SUSPICIOUS EVENT,POLICE,Phone,155,86,160
2020-01-05 12:21:23.000,January,2,Sun,12,DAY,2,911 HANG UP,POLICE,,37,177,37
2020-01-05 12:22:13.000,January,2,Sun,12,DAY,3,FALL BLS,EMS,,77,2,152
2020-01-05 12:23:59.000,January,2,Sun,12,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 12:52:26.000,January,2,Sun,12,DAY,4,GLA DELAY,POLICE,Phone,198,1825,215
2020-01-05 12:55:13.000,January,2,Sun,12,DAY,5,MVC HIT/RUN TRU,POLICE,,92,7,92
2020-01-05 12:58:50.000,January,2,Sun,12,DAY,2,TRAFFIC STOP,POLICE,NULL,0,0,0
2020-01-05 13:05:00.000,January,2,Sun,13,DAY,4,NOISE COMPLAINT DELAY,POLICE,Phone,113,33,117
2020-01-05 13:06:34.000,January,2,Sun,13,DAY,2,MVC PROPERTY DAMAGE,POLICE,E-911,64,11,150
2020-01-05 13:19:25.000,January,2,Sun,13,DAY,2,ALARM RESIDENTIAL,POLICE,Phone,30,70,113
